#BGC Name	Family Number
31_NZ_JOIT01000029.region001	374
32_NZ_JOGA01000011.region001	374
35_NZ_JOFE01000014.region001	374
36_NZ_JYBE02000001.region020	374
39_NZ_JOFF01000020.region001	374
41_NZ_JODO01000026.region001	374
51_NZ_LGUZ01000010.region001	374
57_NZ_JOFD01000021.region001	374
17_NZ_JOFA01000016.region001	383
18_NZ_CP070249.1.region029	383
19_NZ_JNZZ01000019.region001	383
1_NZ_CP086102.1.region004	383
20_NZ_JOFG01000003.region004	383
21_NZ_JOAC01000015.region002	383
22_NZ_JOBQ01000002.region002	383
23_NZ_CP070260.1.region004	383
24_NZ_CP070254.1.region029	383
25_NZ_CP070242.1.region029	383
27_NZ_CP070245.1.region004	383
28_c00005_NZ_JAJD...region002	383
31_NZ_JOIT01000025.region001	383
35_NZ_JOFE01000021.region001	383
39_NZ_JOFF01000018.region001	383
41_NZ_JODO01000015.region002	383
51_NZ_LGUZ01000009.region002	383
57_NZ_JOFD01000018.region001	383
17_NZ_JOFA01000043.region001	477
18_NZ_CP070250.1.region001	477
22_NZ_JOBQ01000041.region001	477
23_NZ_CP070262.1.region001	477
24_NZ_CP070257.1.region001	477
25_NZ_CP070243.1.region001	477
27_NZ_CP070247.1.region001	477
31_NZ_JOIT01000031.region001	477
17_NZ_JOFA01000012.region002	494
18_NZ_CP070249.1.region016	494
19_NZ_JNZZ01000008.region001	494
20_NZ_JOFG01000009.region002	494
21_NZ_JOAC01000007.region002	494
22_NZ_JOBQ01000003.region001	494
23_NZ_CP070260.1.region016	494
24_NZ_CP070254.1.region016	494
25_NZ_CP070242.1.region016	494
27_NZ_CP070245.1.region017	494
28_c00012_NZ_JAJD...region001	494
31_NZ_JOIT01000004.region001	494
31_NZ_JOIT01000021.region001	494
35_NZ_JOFE01000003.region002	494
39_NZ_JOFF01000001.region001	494
41_NZ_JODO01000016.region001	494
51_NZ_LGUZ01000011.region001	494
57_NZ_JOFD01000002.region001	494
17_NZ_JOFA01000002.region002	507
18_NZ_CP070249.1.region002	507
19_NZ_JNZZ01000016.region002	507
20_NZ_JOFG01000013.region002	507
21_NZ_JOAC01000006.region004	507
22_NZ_JOBQ01000004.region004	507
23_NZ_CP070260.1.region029	507
24_NZ_CP070254.1.region002	507
25_NZ_CP070242.1.region002	507
27_NZ_CP070245.1.region030	507
28_c00008_NZ_JAJD...region001	507
31_NZ_JOIT01000006.region002	507
35_NZ_JOFE01000007.region004	507
39_NZ_JOFF01000010.region001	507
41_NZ_JODO01000007.region002	507
51_NZ_LGUZ01000015.region002	507
57_NZ_JOFD01000004.region004	507
17_NZ_JOFA01000016.region004	511
18_NZ_CP070249.1.region032	511
19_NZ_JNZZ01000019.region004	511
20_NZ_JOFG01000003.region007	511
21_NZ_JOAC01000023.region002	511
22_NZ_JOBQ01000002.region005	511
23_NZ_CP070260.1.region001	511
24_NZ_CP070254.1.region032	511
25_NZ_CP070242.1.region032	511
27_NZ_CP070245.1.region001	511
28_c00003_NZ_JAJD...region002	511
31_NZ_JOIT01000020.region001	511
35_NZ_JOFE01000025.region001	511
39_NZ_JOFF01000019.region002	511
41_NZ_JODO01000014.region001	511
51_NZ_LGUZ01000022.region001	511
57_NZ_JOFD01000017.region002	511
29_NZ_BMTW01000001.region002	546
32_NZ_JOGA01000004.region001	546
11_c00001_NZ_JAPE...region032	605
12_c00001_NZ_JAPE...region005	605
2_c00001_NZ_JAPE...region032	605
4_c00006_NZ_JAPE...region010	605
30_NZ_ML956157.1.region001	637
33_NZ_QKJW01000011.region002	637
34_NC_010572.1.region028	637
37_NZ_JOBR01000015.region001	637
40_NZ_UAVD01000023.region001	637
42_NZ_BNBJ01000001.region003	637
43_NZ_QKJY01000008.region001	637
45_NZ_MDKB01000003.region001	637
47_NZ_CP032543.1.region007	637
48_c00001_NZ_JAPE...region004	637
4_c00009_NZ_JAPE...region001	637
50_NZ_QKJZ01000004.region002	637
53_NZ_FNTW01000002.region011	637
54_NZ_QKKA01000003.region004	637
30_NZ_ML956159.1.region001	639
33_NZ_QKJW01000005.region002	639
34_NC_010572.1.region021	639
37_NZ_JOBR01000003.region001	639
40_NZ_UAVD01000026.region001	639
43_NZ_QKJY01000002.region002	639
47_NZ_CP032543.1.region015	639
50_NZ_QKJZ01000003.region002	639
53_NZ_FNTW01000002.region018	639
54_NZ_QKKA01000001.region003	639
32_NZ_JOGA01000023.region001	719
30_NZ_ML956164.1.region002	765
33_NZ_QKJW01000029.region005	765
34_NC_010572.1.region037	765
36_NZ_JYBE02000001.region026	765
37_NZ_JOBR01000008.region005	765
40_NZ_UAVD01000033.region004	765
43_NZ_QKJY01000006.region001	765
47_NZ_CP032543.1.region001	765
50_NZ_QKJZ01000005.region001	765
53_NZ_FNTW01000002.region002	765
54_NZ_QKKA01000006.region001	765
BGC0000848	765
user_1_contig01.region033	765
34_NC_010572.1.region032	798
40_NZ_UAVD01000009.region001	798
53_NZ_FNTW01000002.region007	798
36_NZ_JYBE02000001.region013	849
36_NZ_JYBE02000001.region025	861
30_NZ_ML956152.1.region002	891
33_NZ_QKJW01000026.region002	891
37_NZ_JOBR01000010.region002	891
43_NZ_QKJY01000012.region001	891
50_NZ_QKJZ01000010.region001	891
54_NZ_QKKA01000009.region001	891
33_NZ_QKJW01000012.region001	893
34_NC_010572.1.region029	893
37_NZ_JOBR01000011.region002	893
40_NZ_UAVD01000010.region001	893
43_NZ_QKJY01000010.region002	893
50_NZ_QKJZ01000006.region001	893
53_NZ_FNTW01000002.region010	893
54_NZ_QKKA01000008.region002	893
33_NZ_QKJW01000005.region001	894
34_NC_010572.1.region020	894
37_NZ_JOBR01000012.region001	894
43_NZ_QKJY01000002.region001	894
50_NZ_QKJZ01000003.region003	894
53_NZ_FNTW01000002.region019	894
54_NZ_QKKA01000001.region002	894
37_NZ_JOBR01000047.region001	902
21_NZ_JOAC01000001.region001	924
28_c00009_NZ_JAJD...region004	924
31_NZ_JOIT01000002.region001	924
39_NZ_JOFF01000014.region001	924
30_NZ_ML956182.1.region001	973
40_NZ_UAVD01000047.region001	973
42_NZ_BNBJ01000001.region002	1014
42_NZ_BNBJ01000005.region002	1024
48_c00001_NZ_JAPE...region022	1024
42_NZ_BNBJ01000011.region002	1033
30_NZ_ML956175.1.region001	1055
33_NZ_QKJW01000002.region004	1055
34_NC_010572.1.region006	1055
37_NZ_JOBR01000001.region001	1055
37_NZ_JOBR01000005.region001	1055
40_NZ_UAVD01000029.region005	1055
43_NZ_QKJY01000001.region005	1055
50_NZ_QKJZ01000001.region009	1055
53_NZ_FNTW01000001.region010	1055
54_NZ_QKKA01000002.region005	1055
44_NZ_JNZT01000016.region001	1098
55_NZ_JOEN01000006.region001	1098
44_NZ_JNZT01000055.region001	1108
55_NZ_JOEN01000030.region002	1108
44_NZ_JNZT01000124.region001	1115
55_NZ_JOEN01000014.region001	1115
44_NZ_JNZT01000146.region001	1117
55_NZ_JOEN01000063.region001	1117
45_NZ_MDKB01000001.region005	1124
45_NZ_MDKB01000001.region007	1126
45_NZ_MDKB01000002.region001	1128
45_NZ_MDKB01000002.region002	1129
45_NZ_MDKB01000002.region003	1130
45_NZ_MDKB01000005.region002	1135
46_NZ_UHID01000005.region004	1147
46_NZ_UHID01000006.region001	1149
46_NZ_UHID01000007.region008	1159
47_NZ_CP032543.1.region008	1170
BGC0000210	1170
47_NZ_CP032543.1.region016	1178
47_NZ_CP032543.1.region023	1185
42_NZ_BNBJ01000027.region001	1204
48_c00001_NZ_JAPE...region012	1204
48_c00001_NZ_JAPE...region024	1216
BGC0002430	1216
10_NZ_CM003601.1.region018	1248
11_c00001_NZ_JAPE...region020	1248
12_c00001_NZ_JAPE...region016	1248
1_NZ_CP086102.1.region016	1248
2_c00001_NZ_JAPE...region020	1248
4_c00008_NZ_JAPE...region004	1248
6_NZ_BMVK01000002.region003	1248
7_NZ_CP080029.1.region016	1248
8_NZ_CP127386.1.region016	1248
user_1_contig01.region017	1248
30_NZ_LRMW01000122.region001	1271
33_NZ_QKJW01000002.region003	1271
34_NC_010572.1.region005	1271
37_NZ_JOBR01000005.region002	1271
40_NZ_UAVD01000029.region006	1271
42_NZ_BNBJ01000009.region003	1271
43_NZ_QKJY01000001.region006	1271
48_c00002_NZ_JAPE...region001	1271
50_NZ_QKJZ01000001.region010	1271
53_NZ_FNTW01000001.region011	1271
54_NZ_QKKA01000002.region006	1271
5_NZ_JOEZ01000015.region001	1271
9_NZ_JNXS01000013.region001	1271
52_NZ_JOJE01000001.region001	1335
52_NZ_JOJE01000002.region001	1336
52_NZ_JOJE01000005.region001	1339
52_NZ_JOJE01000005.region002	1340
52_NZ_JOJE01000005.region003	1341
52_NZ_JOJE01000015.region002	1347
52_NZ_JOJE01000016.region001	1348
52_NZ_JOJE01000024.region001	1352
52_NZ_JOJE01000025.region001	1353
52_NZ_JOJE01000035.region001	1357
52_NZ_JOJE01000039.region001	1358
52_NZ_JOJE01000039.region002	1359
36_NZ_JYBE02000001.region010	1363
52_NZ_JOJE01000050.region001	1363
34_NC_010572.1.region030	1394
40_NZ_UAVD01000031.region001	1394
53_NZ_FNTW01000002.region009	1394
15_c00159_NZ_JAGM...region001	1401
30_NZ_LRMW01000054.region001	1401
33_NZ_QKJW01000007.region001	1401
34_NC_010572.1.region023	1401
40_NZ_UAVD01000056.region001	1401
43_NZ_QKJY01000009.region001	1401
50_NZ_QKJZ01000014.region001	1401
53_NZ_FNTW01000002.region016	1401
54_NZ_QKKA01000007.region001	1401
7_NZ_CP080029.1.region011	1401
BGC0000662	1401
15_c00070_NZ_JAGM...region001	1407
30_NZ_ML956160.1.region001	1407
33_NZ_QKJW01000004.region003	1407
34_NC_010572.1.region017	1407
37_NZ_JOBR01000007.region003	1407
40_NZ_UAVD01000028.region002	1407
43_NZ_QKJY01000014.region002	1407
50_NZ_QKJZ01000002.region003	1407
53_NZ_FNTW01000002.region022	1407
54_NZ_QKKA01000004.region003	1407
BGC0000912	1407
44_NZ_JNZT01000025.region001	1458
55_NZ_JOEN01000018.region001	1458
44_NZ_JNZT01000004.region001	1466
55_NZ_JOEN01000035.region001	1466
44_NZ_JNZT01000133.region001	1474
55_NZ_JOEN01000091.region001	1474
10_NZ_CM003601.1.region014	1529
15_c00160_NZ_JAGM...region002	1529
29_NZ_BMTW01000001.region005	1529
32_NZ_JOGA01000030.region001	1529
42_NZ_BNBJ01000033.region001	1529
5_NZ_JOEZ01000021.region002	1529
6_NZ_BMVK01000013.region001	1529
9_NZ_JNXS01000016.region001	1529
5_NZ_JOEZ01000047.region001	1537
9_NZ_JNXS01000054.region001	1537
10_NZ_CM003601.1.region015	1559
6_NZ_BMVK01000008.region001	1559
8_NZ_CP127386.1.region013	1559
10_NZ_CM003601.1.region022	1595
1_NZ_CP086102.1.region012	1595
6_NZ_BMVK01000005.region001	1595
7_NZ_CP080029.1.region020	1595
8_NZ_CP127386.1.region020	1595
BGC0001438	1595
1_NZ_CP086102.1.region019	1619
6_NZ_BMVK01000003.region001	1619
8_NZ_CP127386.1.region012	1619
BGC0000429	1619
BGC0002676	1619
8_NZ_CP127386.1.region030	1637
8_NZ_CP127386.1.region032	1639
5_NZ_JOEZ01000007.region001	1648
9_NZ_JNXS01000009.region003	1648
5_NZ_JOEZ01000017.region001	1656
9_NZ_JNXS01000017.region001	1656
10_NZ_CM003601.1.region021	1658
11_c00001_NZ_JAPE...region023	1658
12_c00001_NZ_JAPE...region013	1658
15_c00062_NZ_JAGM...region001	1658
17_NZ_JOFA01000025.region001	1658
18_NZ_CP070249.1.region022	1658
19_NZ_JNZZ01000022.region001	1658
1_NZ_CP086102.1.region013	1658
20_NZ_JOFG01000023.region001	1658
21_NZ_JOAC01000020.region001	1658
22_NZ_JOBQ01000023.region001	1658
23_NZ_CP070260.1.region011	1658
24_NZ_CP070254.1.region022	1658
25_NZ_CP070242.1.region022	1658
27_NZ_CP070245.1.region011	1658
28_c00004_NZ_JAJD...region001	1658
29_NZ_BMTW01000002.region002	1658
2_c00001_NZ_JAPE...region023	1658
30_NZ_ML956172.1.region001	1658
31_NZ_JOIT01000026.region001	1658
32_NZ_JOGA01000016.region001	1658
33_NZ_QKJW01000003.region004	1658
34_NC_010572.1.region014	1658
35_NZ_JOFE01000005.region001	1658
36_NZ_JYBE02000001.region008	1658
37_NZ_JOBR01000009.region001	1658
39_NZ_JOFF01000021.region001	1658
40_NZ_UAVD01000038.region001	1658
41_NZ_JODO01000025.region001	1658
42_NZ_BNBJ01000020.region001	1658
43_NZ_QKJY01000004.region001	1658
44_NZ_JNZT01000032.region001	1658
45_NZ_MDKB01000001.region001	1658
46_NZ_UHID01000007.region001	1658
47_NZ_CP032543.1.region020	1658
48_c00001_NZ_JAPE...region020	1658
4_c00006_NZ_JAPE...region001	1658
50_NZ_QKJZ01000001.region001	1658
51_NZ_LGUZ01000020.region001	1658
53_NZ_FNTW01000001.region002	1658
54_NZ_QKKA01000005.region001	1658
55_NZ_JOEN01000034.region001	1658
57_NZ_JOFD01000020.region001	1658
5_NZ_JOEZ01000003.region001	1658
6_NZ_BMVK01000021.region001	1658
7_NZ_CP080029.1.region019	1658
8_NZ_CP127386.1.region019	1658
9_NZ_JNXS01000019.region001	1658
user_1_contig01.region014	1658
5_NZ_JOEZ01000003.region002	1659
9_NZ_JNXS01000019.region002	1659
5_NZ_JOEZ01000029.region001	1663
9_NZ_JNXS01000029.region001	1663
user_1_contig01.region009	1663
BGC0000019	1687
BGC0000025	1693
BGC0000038	1706
BGC0000078	1743
BGC0000082	1747
BGC0000141	1802
BGC0000142	1803
BGC0000144	1805
BGC0000199	1857
BGC0000227	1884
BGC0000229	1885
BGC0002361	1885
BGC0000239	1895
BGC0000247	1902
BGC0000262	1915
BGC0000265	1918
BGC0000267	1920
BGC0000270	1923
BGC0001072	1923
BGC0000274	1927
BGC0000654	2288
BGC0000825	2444
BGC0000826	2445
BGC0000827	2446
BGC0000832	2450
BGC0000833	2450
BGC0000834	2452
BGC0000849	2466
BGC0000850	2467
BGC0000852	2469
BGC0000854	2471
BGC0000858	2475
BGC0000855	2476
BGC0000856	2476
BGC0000857	2476
BGC0000859	2476
BGC0000860	2477
BGC0000885	2502
BGC0000889	2506
BGC0001592	2506
BGC0000910	2527
BGC0000911	2528
BGC0000934	2549
BGC0001078	2549
BGC0001080	2549
BGC0000935	2550
BGC0000936	2551
30_NZ_ML956180.1.region001	2556
33_NZ_QKJW01000009.region001	2556
34_NC_010572.1.region025	2556
37_NZ_JOBR01000004.region001	2556
40_NZ_UAVD01000025.region002	2556
42_NZ_BNBJ01000007.region002	2556
43_NZ_QKJY01000011.region002	2556
44_NZ_JNZT01000012.region001	2556
50_NZ_QKJZ01000007.region002	2556
53_NZ_FNTW01000002.region014	2556
54_NZ_QKKA01000003.region001	2556
55_NZ_JOEN01000011.region001	2556
BGC0000940	2556
BGC0000941	2556
BGC0001453	2556
BGC0001478	2556
BGC0002305	2556
BGC0002690	2556
BGC0001046	2658
BGC0001073	2685
BGC0002097	2685
BGC0001074	2686
BGC0001558	2686
BGC0001568	2686
BGC0000652	2691
BGC0001079	2691
BGC0001083	2694
BGC0001154	2754
BGC0001221	2817
BGC0001302	2881
BGC0001335	2909
BGC0001336	2910
BGC0001439	3003
BGC0001452	3082
BGC0001522	3082
BGC0001572	3128
BGC0001580	3136
BGC0001619	3172
BGC0001778	3316
BGC0001817	3350
BGC0001851	3382
BGC0001852	3382
BGC0001868	3398
BGC0001877	3406
BGC0001931	3449
BGC0001975	3483
BGC0001979	3485
BGC0002141	3485
BGC0002010	3512
BGC0002636	3512
BGC0002033	3531
BGC0002078	3572
BGC0002079	3572
BGC0002085	3579
BGC0002088	3582
BGC0002108	3601
BGC0002109	3602
BGC0002129	3619
BGC0000268	3629
BGC0000278	3629
BGC0001384	3629
BGC0001769	3629
BGC0002140	3629
BGC0002349	3810
45_NZ_MDKB01000002.region004	3835
BGC0001297	3835
BGC0002377	3835
BGC0002426	3883
BGC0002439	3896
BGC0002470	3925
BGC0002633	3925
BGC0001004	3998
BGC0001183	3998
BGC0002550	3998
BGC0002561	4009
BGC0002620	4059
BGC0002683	4117
user_1_contig01.region010	4176
user_1_contig01.region015	4181
9_NZ_JNXS01000028.region001	4190
BGC0000853	4190
BGC0002052	4190
user_1_contig01.region024	4190
user_1_contig01.region025	4191
user_1_contig01.region028	4194
